192.52.178.30 'k.gtld-servers.net'
108.162.193.181 'jerome.ns.cloudflare.com'
213.251.152.4 'fiesta.rmm.fr'
173.245.59.65 'anuj.ns.cloudflare.com'
189.112.2.15 '189-112-002-015.static.ctbctelecom.com.br'
195.154.59.134 'web02-2.webcontrole.com.br'
44.0.0.1 'gw.ampr.org'
217.197.80.34 'letschwe.in-berlin.de'
212.129.39.89 'dns5.webcontrole.com.br'
173.245.58.225 'tara.ns.cloudflare.com'
200.19.189.1 NotFound
173.201.75.18 'ns36.domaincontrol.com'
205.251.196.168 'ns-1192.awsdns-21.org'
37.187.205.42 'ns2.splio.fr'
188.42.191.196 NotFound
91.190.170.67 'ns1.splio.fr'
158.93.6.167 'therock.gru.edu'
158.93.6.168 'theswan.gru.edu'
173.245.58.189 'liz.ns.cloudflare.com'
205.251.199.66 'ns-1858.awsdns-40.co.uk'
94.250.248.160 'ns2.firstvds.ru'
82.146.43.2 'ns1.firstvds.ru'
138.204.48.38 '138.204.48.38.turbonetprovider.com.br'
172.64.34.23 'diana.ns.cloudflare.com'
8.8.8.10 NotFound
108.162.192.177 'kami.ns.cloudflare.com'
205.251.196.89 'ns-1113.awsdns-11.org'
204.61.216.90 'pch.carnet.hr'
216.172.161.46 'br436-ip02.hostgator.com.br'
189.89.131.5 'dns5.itsweb.com.br'
138.97.84.3 'ns2.interles.net.br'
173.245.59.94 'curt.ns.cloudflare.com'
64.62.153.151 NotFound
202.96.0.133 'ns.bta.net.cn'
172.64.32.208 'naomi.ns.cloudflare.com'
191.238.218.18 NotFound
172.64.33.228 'rodney.ns.cloudflare.com'
89.145.103.60 'copyn.directrouter.com'
173.245.59.250 'zod.ns.cloudflare.com'
89.145.103.61 '89-145-103-61.static.directrouter.com'
108.179.242.52 'cns71.hostgator.com'
82.209.243.241 'minsk2.mgts.by'
192.0.74.7 'wordpress.com'
177.23.120.162 'internet-fibra-zonaleste-17723120162.jpproviders.com.br'
192.0.75.7 NotFound
50.116.19.218 'd.ns.mailshell.net'
162.144.45.244 'server01.pecca.com.br'
212.88.78.122 'a.nic.dk'
45.76.144.57 'ns5.gratisdns.dk'
46.183.78.66 'svcs1.us.basen.net'
189.90.164.31 'intsrv008.etice.ce.gov.br'
45.95.168.4 'ns2.maxko-hosting.com'
174.142.53.54 'gaia.host-name.com'
168.90.112.37 'ns1.steelweb.com.br'
191.5.233.21 NotFound
198.181.116.7 'wordpress.com'
45.95.168.3 'ns1.maxko-hosting.com'
172.64.32.185 'lia.ns.cloudflare.com'
45.95.168.5 'dns.maxko-hosting.com'
172.64.34.170 'keyla.ns.cloudflare.com'
198.136.59.240 'ns44.hmservers.net'
198.136.59.239 'rl-20us.hmservers.net'
177.85.112.189 '177-85-112-189.experts.net.br'
108.179.253.45 'br566.hostgator.com.br'
108.162.193.144 'theo.ns.cloudflare.com'
45.95.169.134 'maxko-hosting.com'
173.245.59.95 'dale.ns.cloudflare.com'
170.231.59.248 'ns2.gcnetprovedor.com.br'
168.0.52.10 '168-0-52-10.interligadosnet.com.br'
162.159.26.197 NotFound
207.246.65.207 'ns2.atdns.com.br'
140.205.81.18 NotFound
131.161.175.102 'dns1.vibefibra.com.br'
116.203.120.172 'i-de-hetzner3.dnswl.org'
108.179.193.1 'ns688.hostgator.com.br'
66.254.127.2 'ns1.anycast.reflected.net'
66.254.126.2 'ns0.anycast.reflected.net'
108.179.193.2 'ns689.hostgator.com.br'
191.252.1.170 NotFound
205.251.199.123 'ns-1915.awsdns-47.co.uk'
179.43.28.12 '179.43.28.12.mgenetwork.com.br'
45.236.116.4 'ns2.vlatelecom.com.br'
162.14.25.246 NotFound
140.205.81.24 NotFound
111.11.11.2 NotFound
111.11.1.2 NotFound
162.14.24.230 NotFound
217.160.113.50 'nsb0.schlundtech.de'
177.10.2.46 'ns2.cleannet.com.br'
173.245.58.74 'bella.ns.cloudflare.com'
108.162.193.68 'arch.ns.cloudflare.com'
95.179.158.29 '95.179.158.29.vultr.com'
194.146.106.10 'ch1.dnsnode.net'
80.240.20.250 '80.240.20.250.vultr.com'
206.189.197.5 'dns3.hiway.com.br'
212.145.4.97 'ns1.vodafone.es'
143.106.77.7 'ns.ime.unicamp.br'
106.11.141.118 NotFound
205.251.196.116 'ns-1140.awsdns-14.org'
189.85.90.135 'ns3.eletronorte.gov.br'
189.9.56.71 NotFound
193.232.146.1 'ns3-l2.nic.ru'
140.205.41.27 NotFound
72.13.7.137 'ns3.onlinetech.net'
170.33.80.14 NotFound
106.75.151.180 NotFound
150.171.10.42 'ns1-42.azure-dns.com'
209.208.28.114 'name1.k2host.com.br'
195.244.245.24 'secondary007.dtag.net'
54.207.88.14 'dns6.centralserver.com.br'
172.64.32.132 'lola.ns.cloudflare.com'
172.64.33.222 'piotr.ns.cloudflare.com'
110.45.166.50 'ns.gabia.net'
162.159.38.89 'maisie.ns.cloudflare.com'
159.203.93.46 'dns-ns1-nyc3-01.peopleshostshared.com'
162.88.50.6 'ns4.p68.dns.oraclecloud.net'
131.169.40.200 'milky.desy.de'
144.208.108.76 'stats.verticis.peopleshostdedicated.com'
194.58.117.17 'ns1.reg.ru'
193.74.208.53 'ns2.scartech.be'
35.177.219.247 'ec2-35-177-219-247.eu-west-2.compute.amazonaws.com'
144.208.108.75 'verticis.peopleshostdedicated.com'
91.217.21.1 'ns8-l2.nic.ru'
138.197.223.234 'dns-ns2-sfo2-01.peopleshostshared.com'
195.186.145.180 'adnsz1.bluewin.ch'
14.1.112.15 NotFound
201.20.144.5 'ns1.defferrari.com.br'
201.20.144.2 'bigip02.defferrari.com.br'
103.215.104.32 NotFound
173.44.46.23 '.'
177.85.0.254 '177-85-0-254-static.onnettelecom.com.br'
173.44.46.21 'wdhc1.webdrones.com.br'
108.162.193.218 'oswald.ns.cloudflare.com'
205.251.194.112 'ns-624.awsdns-14.net'
89.45.235.22 'nutans.torproject.org'
162.214.105.121 'vps-4862746.webcorp.com.br'
162.214.122.12 'newmail.webcorp.com.br'
213.248.217.37 NotFound
95.216.159.212 'hetzner-hel1-02.torproject.org'
176.99.13.15 'ns1.reg.ru'
186.209.15.164 'ths-186-209-15-164.v4.thsprovider.com.br'
40.73.196.5 'ns3-05.azurechina-dns.com'
40.73.194.6 'ns2-06.azurechina-dns.com'
40.73.198.6 'ns4-06.azure-dns.cn'
40.73.192.5 'ns1-05.azure-dns.cn'
40.73.192.6 'ns1-06.azure-dns.cn'
50.87.144.197 'gator3161.hostgator.com'
213.186.33.199 'ns.kimsufi.com'
154.16.159.159 'ns2.inner.net'
40.73.198.5 'ns4-05.azure-dns.cn'
40.73.196.6 'ns3-06.azurechina-dns.com'
185.53.38.26 'dns.iltrovatore.rcs.it'
212.74.78.46 'ns.it.colt.net'
177.71.249.106 'ec2-177-71-249-106.sa-east-1.compute.amazonaws.com'
54.38.215.129 'ns3311.icloudzinc.com'
106.11.41.158 NotFound
128.214.4.29 'hydra.helsinki.fi'
213.138.147.136 'sally.edelkey.net'
95.173.188.6 'root5.zone.tc'
40.73.194.5 'ns2-05.azurechina-dns.com'
128.138.240.1 'boulder.colorado.edu'
40.73.212.240 NotFound
205.251.199.252 'ns-2044.awsdns-63.co.uk'
193.27.54.10 'dnsxlpub02.datev.com'
192.99.161.58 'ns514214.ip-192-99-161.net'
204.61.216.36 'e.tld.ee'
193.167.131.77 'gw8.pshp.fi'
213.239.209.142 'gamma.freehost.com.ua'
119.9.93.69 'root7.zone.tc'
177.73.84.3 'ns2.facisa.edu.br'
40.73.214.240 NotFound
200.169.223.82 NotFound
200.169.223.83 NotFound
46.164.129.76 'alpha.freehost.com.ua'
185.182.56.36 'rdns1.axc.nl'
217.70.106.21 'ns.sinor.ru'
108.162.192.73 'becky.ns.cloudflare.com'
40.73.210.240 NotFound
138.68.172.80 'rdns2.axc.eu'
185.182.56.120 'nszero1.axc.nl'
178.62.243.138 'nszero2.axc.nl'
193.189.231.194 'ns-3.mediaways.net'
108.162.192.215 'rachel.ns.cloudflare.com'
213.191.76.196 'ns2.telefonica.de'
40.73.208.240 NotFound
185.24.64.16 NotFound
119.167.180.164 NotFound
119.167.180.163 NotFound
97.74.98.65 'ns3.afternic.com'
117.33.133.169 NotFound
88.212.241.113 NotFound
176.31.3.154 'dns.fastdns24.com'
117.33.232.167 NotFound
136.243.223.232 'dns3.fastdns24.eu'
167.114.98.148 'ns3310.icloudzinc.com'
205.251.198.62 'ns-1598.awsdns-07.co.uk'
187.102.16.15 'hns1.ghnet.com.br'
172.64.32.96 'desi.ns.cloudflare.com'
108.162.192.96 'desi.ns.cloudflare.com'
172.64.34.89 'maisie.ns.cloudflare.com'
173.201.78.50 'pdns02.domaincontrol.com'
201.77.86.30 'nsext2.sicredi.com.br'
108.162.192.197 'megan.ns.cloudflare.com'
186.233.88.2 'dns1.iphotel.com.br'
186.208.0.2 'ns2.lideri.net.br'
177.84.236.35 '177-84-236-35.cpa1.infortek.net.br'
213.167.230.96 'ns-95-b.gandi.net'
183.253.57.222 NotFound
143.137.9.163 '143-137-9-163.nexttel.com.br'
163.152.1.1 'kuccgx.korea.ac.kr'
108.162.192.227 'tess.ns.cloudflare.com'
94.130.53.18 'h2.rees46.com'
168.159.216.101 'hop04-l1i06-f500.emc.com'
198.161.206.245 NotFound
108.167.188.145 'br394.hostgator.com.br'
108.167.188.146 'br394-ip02.hostgator.com.br'
162.241.62.118 'nspro80.hostgator.com.br'
54.201.87.33 'ec2-54-201-87-33.us-west-2.compute.amazonaws.com'
148.163.193.193 'ns04.sflydns.com'
148.163.193.65 'ns02.sflydns.com'
148.163.193.129 'ns03.sflydns.com'
63.251.96.137 'hosted-by.myinternetservices.com'
200.143.193.70 'kira.nc-rj.rnp.br'
162.159.38.62 'imani.ns.cloudflare.com'
162.159.44.248 'aldo.ns.cloudflare.com'
101.91.96.204 NotFound
209.51.188.164 'ns1.gnu.org'
35.211.120.197 '197.120.211.35.bc.googleusercontent.com'
131.255.80.19 'ns2.logicpro.com.br'
220.73.163.59 'ns1.koreaidc.com'
112.175.148.241 'ns2.koreaidc.com'
108.167.159.23 'cns341.hostgator.com'
194.145.202.99 NotFound
64.62.208.11 NotFound
51.68.175.205 'dns3.netsons.net'
177.55.116.14 NotFound
64.62.208.10 NotFound
62.236.49.41 'ari-dns-01.tdcnet.fi'
51.83.44.103 'dns4.netsons.net'
177.54.136.217 'ip217.ceuma.br'
167.249.168.235 'ns2.udihospital.com.br'
162.159.27.118 NotFound
172.64.32.217 'reza.ns.cloudflare.com'
199.188.221.138 'cabra.fr.planethoster.net'
85.236.155.13 'nsb.planethoster.net'
112.175.11.6 NotFound
112.175.11.4 NotFound
173.245.58.109 'edna.ns.cloudflare.com'
193.203.61.10 '61-10.lanta-net.ru'
193.203.61.20 '61-20.lanta-net.ru'
162.88.2.6 'ns1.p68.dns.oraclecloud.net'
173.44.46.83 'montar.virtuaserver.com.br'
61.151.180.47 '47.180.151.61.dial.xw.sh.dynamic.163data.com.cn'
194.177.151.11 'dns2.net4you.net'
173.245.59.103 'ben.ns.cloudflare.com'
45.176.204.25 '45-176-204-025.mznet.com.br'
194.177.128.114 'dns1.net4you.net'
103.49.81.15 NotFound
177.135.253.143 'ssp.df.gov.br.static.gvt.net.br'
194.146.106.22 'se1.dnsnode.net'
185.159.197.150 'y.ns.se'
173.245.58.233 'ulla.ns.cloudflare.com'
162.159.25.110 NotFound
192.185.215.178 'srv64-ip03.prodns.com.br'
192.185.215.177 'srv64-ip02.prodns.com.br'
177.135.253.142 'ssp.df.gov.br.static.gvt.net.br'
203.119.68.105 'f.dns-servers.vn'
177.43.69.5 'ns1.cbm.df.gov.br'
177.73.10.234 '177-73-10-234.hipernet.inf.br'
177.69.234.6 'turvo.pmdf.df.gov.br'
24.154.1.4 'ns1.zbzoom.net'
177.10.201.2 NotFound
108.162.192.193 'marjory.ns.cloudflare.com'
211.216.50.150 'ns.kornet.net'
24.154.1.5 'ns2.zbzoom.net'
201.54.224.188 'dns02.linktelcorp.com'
201.54.224.187 'dns01.linktelcorp.com'
172.64.32.91 'dara.ns.cloudflare.com'
108.162.192.91 'dara.ns.cloudflare.com'
189.9.1.27 NotFound
14.17.109.85 NotFound
198.38.82.230 'ns6000.mochahost.com'
198.38.82.146 'mocha4004.mochahost.com'
143.107.128.17 'mestre.if.usp.br'
192.44.37.1 'ns1.fraunhofer.de'
94.130.57.37 'static.37.57.130.94.clients.your-server.de'
205.251.195.244 'ns-1012.awsdns-62.net'
189.89.131.22 'dns2.itsweb.com.br'
203.119.159.111 NotFound
212.242.39.142 'ns1-j3499-auth.ip.telenor.dk'
131.255.80.3 'ns1.logicpro.com.br'
131.255.80.18 'ns3.logicpro.com.br'
191.241.32.131 'ns1-r.tecnetce.com.br'
172.64.35.154 'trevor.ns.cloudflare.com'
177.53.140.88 'host-brs.premiumart.com.br'
5.200.33.20 'ns01.it-grad.ru'
108.162.193.56 'ajay.ns.cloudflare.com'
177.107.36.5 'ns01.al.go.leg.br'
177.71.180.90 'ec2-177-71-180-90.sa-east-1.compute.amazonaws.com'
173.245.58.185 'lia.ns.cloudflare.com'
198.155.223.8 'ns3.bms.com'
108.162.192.185 'lia.ns.cloudflare.com'
204.237.130.6 'dns2.sys.lightcrest.com'
202.98.0.73 'ns.jlccptt.net.cn'
172.64.33.173 'guy.ns.cloudflare.com'
162.159.24.175 'ns1.reliabledns.org'
141.198.136.6 'ns.capnet.state.tx.us'
204.67.3.2 'ns5.capnet.state.tx.us'
64.14.201.140 'ns1.ivenue.com'
208.89.138.10 'ns3.ivenue.com'
161.202.174.147 'ns4.iptwins.com'
108.162.192.217 'reza.ns.cloudflare.com'
200.181.105.195 'truta.ssp.go.gov.br'
177.69.234.7 'capivari.iscp.edu.br'
191.232.188.249 NotFound
187.33.253.25 '25.253.33.187.in-addr.arpa'
173.245.58.56 'adi.ns.cloudflare.com'
108.162.192.56 'adi.ns.cloudflare.com'
62.42.230.135 'dns01.ono.com'
146.184.162.24 'nydns07.cusa.canon.com'
200.199.218.186 NotFound
191.252.133.7 'iuri0094.hospedagemdesites.ws'
191.252.63.160 NotFound
146.184.152.101 'svadns3.cusa.canon.com'
146.184.152.100 'svadns4.cusa.canon.com'
162.220.4.165 'ns2.contegix.com'
185.77.72.10 'ns0.clara.net'
212.82.240.193 'ns1.de.clara.net'
213.221.90.240 'ns0.de.clara.net'
211.233.62.229 NotFound
172.104.125.43 'mononoke.bortzmeyer.org'
45.63.100.187 'ns1.eu.org'
213.36.253.122 'cabale.usenet-fr.net'
94.142.241.101 'mx1.elm.net'
217.61.111.93 'ns1.gratisdns.dk'
37.187.120.58 'tms.frmug.org'
194.196.235.157 NotFound
95.211.237.213 'ns4.coloclue.net'
91.216.110.52 'www.torrent.eu.org'
139.99.155.59 'wombat.billaud.eu.org'
176.31.211.78 'roubaix.wolfhugel.eu'
68.94.156.134 'dbru.br.ns.els-gms.att.net'
46.165.221.137 'node2.eriomem.net'
94.142.241.100 'shell.elm.net'
212.83.129.136 'centre.keltia.net'
43.245.49.249 'lilo.dns.badassops.com'
83.218.143.36 'endor.spitfireuk.net'
110.75.232.61 NotFound
91.82.58.102 'ns1.mediacenter.hu'
218.85.134.250 NotFound
92.43.203.5 'ns2.mediacenter.hu'
216.245.203.122 '122-203-245-216.static.reverse.lstn.net'
116.202.113.154 'srv.ciaserver.com.br'
217.160.80.247 'ns-anyslv.ui-dns.de'
200.198.205.242 'andromeda.serpro.gov.br'
45.238.232.14 'static-45-238-232-14.teleleste.net.br'
45.238.232.10 NotFound
200.0.48.13 'ns1.cpsadmin.com.br'
45.229.104.30 'ns1.atdns.com.br'
208.84.4.1 NotFound
136.243.42.250 'named3-1.sfa50.mixi.media'
217.160.80.198 'ns-webde.ui-dns.de'
150.171.254.1 NotFound
162.159.25.92 NotFound
107.190.135.44 'ns102.hmnoc.net'
107.190.135.43 'ns101.hmnoc.net'
186.16.16.6 'inet2.telecel.com.py'
217.107.219.170 'ns3.jino.ru'
172.64.34.113 'paris.ns.cloudflare.com'
162.159.44.56 'nolan.ns.cloudflare.com'
217.198.208.74 'ns2.emnet.dk'
217.198.208.66 'ns1.emnet.dk'
203.107.0.217 NotFound
217.107.217.16 NotFound
213.248.218.89 NotFound
185.148.37.19 'unspecified.mtw.ru'
195.69.164.80 'reverse-195-69-164-80.icnhost.net'
78.142.50.137 'ns137.icndns.net'
79.124.30.6 'ns6.icndns.net'
217.70.187.216 'ns-215-c.gandi.net'
205.251.198.134 'ns-1670.awsdns-16.co.uk'
186.193.193.35 'dns1.byteweb.com.br'
192.185.208.241 'br86-ip03.hostgator.com.br'
45.76.249.235 'dns4.minas.com.br'
147.67.250.4 NotFound
204.90.20.6 'ns1.state.fl.us'
207.148.21.74 'dns2.minas.com.br'
45.32.160.60 'dns1.minas.com.br'
203.74.116.195 'ns2.twgate.net'
51.210.96.249 'vps-e85f2f9b.vps.ovh.net'
107.191.45.95 'dns3.minas.com.br'
168.95.192.35 '168-95-192-35.HINET-IP.hinet.net'
211.103.13.101 NotFound
211.138.200.69 'dns1.js.chinamobile.com'
192.185.131.91 'ns860.hostgator.com.br'
193.47.99.5 'helium.ns.hetzner.de'
218.45.230.144 'dns1.nihon-e.co.jp'
190.111.108.243 '190-111-108-243.updowntelecom.com.br'
69.27.32.131 NotFound
69.27.32.16 'attainjobs.com'
198.136.59.163 'rl-10us.hmservers.net'
139.159.208.43 'ecs-139-159-208-43.compute.hwclouds-dns.com'
194.169.218.108 NotFound
108.162.192.238 'vita.ns.cloudflare.com'
162.214.93.131 'server.nrk.ngi.mybluehost.me'
162.214.114.123 'vps-4668247.plataformablu.com.br'
162.214.124.251 '162-214-124-251.unifiedlayer.com'
189.10.108.178 NotFound
162.214.124.181 'vps-4943638.cpessoas.net.br'
176.227.168.86 'ns1.hostingsolutions.cz'
213.87.44.24 'ns.mts.ru'
217.118.66.244 'ns1.beelinegprs.net'
172.64.34.59 'rosalyn.ns.cloudflare.com'
45.162.56.20 '45.162.56.20.user.atltelecom.com.br'
212.188.8.37 'dns1.mtu.ru'
203.192.4.109 NotFound
162.14.25.247 NotFound
172.64.33.220 'pablo.ns.cloudflare.com'
51.195.139.14 'ns1.zooming.com.br'
185.21.168.1 NotFound
208.91.197.46 NotFound
170.81.200.27 NotFound
170.81.200.28 NotFound
162.159.38.192 'raphaela.ns.cloudflare.com'
185.21.170.1 NotFound
162.125.248.11 NotFound
108.162.195.102 'jaime.ns.cloudflare.com'
104.47.16.17 NotFound
83.137.149.62 'elias.pionect.nl'
166.104.239.11 'ansan-d.hanyang.ac.kr'
111.13.174.1 NotFound
203.107.0.200 NotFound
162.159.38.39 'lovisa.ns.cloudflare.com'
125.208.47.1 NotFound
216.218.130.58 'ns2.via.net'
187.49.128.1 'srvmx1.rline.com.br'
187.49.128.11 'srvmx2.rline.com.br'
177.20.235.253 '177-20-235-253.veloturbo.net.br'
174.138.108.117 NotFound
200.10.179.100 'dns.bireme.br'
200.10.179.17 'dns2.bireme.br'
108.162.194.236 'heidi.ns.cloudflare.com'
122.228.237.177 NotFound
173.245.59.151 'darwin.ns.cloudflare.com'
194.146.106.78 'za1.dnsnode.net'
200.245.207.57 'maq01.serasa.com.br'
131.255.230.37 'dynamic-131-255-230-37.soultelecom.net.br'
206.51.254.2 'ns6.uniregistry.info'
172.64.32.202 'miki.ns.cloudflare.com'
200.148.175.47 '200-148-175-47.customer.tdatabrasil.net.br'
216.66.17.69 'edns1'
98.142.110.243 'ns5.i7host.com.br'
173.245.59.204 'marty.ns.cloudflare.com'
189.9.56.70 NotFound
113.29.17.20 NotFound
177.20.148.91 NotFound
177.10.224.2 'ns02.viafibra.com.br'
52.0.88.149 'ec2-52-0-88-149.compute-1.amazonaws.com'
208.83.20.254 'z.ns.desync.com'
192.185.208.164 'br154-ip03.hostgator.com.br'
192.185.208.163 'br154-ip02.hostgator.com.br'
185.189.92.9 NotFound
37.156.184.9 NotFound
69.94.64.24 NotFound
104.71.217.20 'a104-71-217-20.deploy.static.akamaitechnologies.com'
186.195.8.22 '186-195-8-22.redetuxnet.com.br'
214.23.245.4 'uforiftr01.csd.disa.mil'
108.162.195.148 'rustam.ns.cloudflare.com'
65.254.254.172 '65-254-254-172.yourhostingaccount.com'
220.181.33.32 NotFound
214.23.245.5 'uforiftr02.csd.disa.mil'
194.58.117.14 'ns2.reg.ru'
215.65.126.180 'upbd0fda01.csd.disa.mil'
213.181.52.200 'ns1.belbone.be'
168.95.192.14 'ipdns1.hinet.net'
213.180.138.53 'ip-138-53.pdmz.onet.pl'
162.14.24.250 NotFound
51.75.75.129 'ns3312.icloudzinc.com'
51.38.132.67 'ns3313.icloudzinc.com'
215.65.126.181 'upbd0fda02.csd.disa.mil'
201.33.224.197 '201-33-224-197.beltraonet.com.br'
202.216.165.19 'ns02.pfu-idc.jp'
142.44.144.27 'cloud01.coneki.com.br'
108.162.192.235 'venus.ns.cloudflare.com'
142.44.226.36 'cp02mail36.coneki.com.br'
205.251.195.246 'ns-1014.awsdns-62.net'
206.248.182.4 'ns2.teksavvy.com'
192.95.55.201 'ns3.monikerdns.net'
177.67.112.6 'whm1-lw.tray.net.br'
167.114.35.25 'ns2.monikerdns.net'
80.50.50.150 'ns2.tpnet.pl'
193.59.201.37 'frodo.nask.net.pl'
195.187.244.8 'kirdan.nask.net.pl'
188.122.20.11 'ns2.finemedia.pl'
45.166.168.21 '45.166.168.21-customer.qnet.com.br'
50.116.86.76 'ns768.hostgator.com.br'
45.166.168.20 '45.166.168.20-customer.qnet.com.br'
80.50.50.180 'ns4.tpnet.pl'
149.156.1.3 'nms.cyf-kr.edu.pl'
193.59.201.24 'eomer.nask.net.pl'
138.204.68.61 'dns-aut-01.wantel.net.br'
183.192.201.90 '.'
108.162.192.62 'alla.ns.cloudflare.com'
207.180.197.105 'serv.topogrupo.com'
172.64.35.116 'felipe.ns.cloudflare.com'
70.35.203.147 'backup-new.teamforge.net'
179.127.32.3 'ip-179.127.32.3.digitalonline.com.br'
168.95.192.10 'c.twnic.net.tw'
140.136.247.251 'dns2.fju.edu.tw'
140.136.200.88 'fns2.fju.edu.tw'
212.199.164.175 'ns1.spd.co.il'
108.162.192.194 'maya.ns.cloudflare.com'
80.179.148.8 'ns2.spd.co.il'
172.64.34.239 'peaches.ns.cloudflare.com'
216.146.192.244 'ns2.pairnic.com'
108.162.194.89 'maisie.ns.cloudflare.com'
164.85.66.9 NotFound
213.251.188.149 'dns105.ovh.net'
162.159.38.40 'davina.ns.cloudflare.com'
45.168.154.34 'ns1.spacefibra.net.br'
200.133.132.252 'ns1.fapeal.br'
108.162.192.68 'aria.ns.cloudflare.com'
108.174.197.61 'vps.livencasa.com'
88.198.24.90 'static.88-198-24-90.clients.your-server.de'
200.136.177.123 'faisao.univap.br'
201.28.218.19 'ganso.univap.br'
200.136.177.115 NotFound
35.210.30.150 '150.30.210.35.bc.googleusercontent.com'
216.172.172.166 'srv144-ip02.prodns.com.br'
77.234.42.98 'mia05-013.ff.avast.com'
84.17.58.184 'unn-84-17-58-184.cdn77.com'
189.45.41.156 '189-45-41-156.static.stech.net.br'
205.251.194.49 'ns-561.awsdns-06.net'
189.1.163.4 NotFound
216.172.172.165 'srv144.prodns.com.br'
218.104.34.222 NotFound
162.159.38.186 'aisha.ns.cloudflare.com'
193.70.18.204 'ns2.iptwins.net'
148.163.240.1 'ns01.pubnubdns.com'
148.163.240.65 'ns02.pubnubdns.com'
205.251.193.155 'ns-411.awsdns-51.com'
162.241.2.22 'ns898.hostgator.com.br'
203.107.0.203 NotFound
108.162.194.229 'tessa.ns.cloudflare.com'
200.144.120.12 NotFound
186.208.69.163 'ns2.veloo.com.br'
212.103.72.85 'ins3.admin.ch'
162.23.37.16 'ins1.admin.ch'
106.11.30.118 NotFound
172.64.33.67 'aragorn.ns.cloudflare.com'
172.64.34.90 'oaklyn.ns.cloudflare.com'
211.20.231.11 NotFound
173.245.59.232 'simon.ns.cloudflare.com'
168.95.1.15 'ans2.hinet.net'
162.159.44.57 'shane.ns.cloudflare.com'
108.162.192.223 'sofia.ns.cloudflare.com'
220.229.225.195 'g.dns.tw'
13.82.18.107 'ns20.go.kpmg.com'
108.162.192.243 'zita.ns.cloudflare.com'
104.40.229.253 'ns10.go.kpmg.com'
213.159.210.127 'nsr.dns.md'
168.95.1.12 'vns2.hinet.net'
65.17.250.37 'demo1.sli-systems.net'
168.95.1.14 'ipdns2.hinet.net'
85.143.216.244 'delta.hotplug.ru'
168.232.244.11 'ns2.voltecautomacao.com.br'
177.10.207.20 'ns1.wmatera.com.br'
45.76.71.57 'dns5.minas.com.br'
177.185.12.66 'b.dns.ascenty.com'
192.185.177.67 'br218-ip02.hostgator.com.br'
192.185.176.29 'br218.hostgator.com.br'
130.185.108.70 'ns3.serverlet.it'
178.33.142.161 'ns2.serverlet.com'
192.0.75.11 'ns4.tumblr.com'
213.133.100.98 'hydrogen.ns.hetzner.com'
221.4.9.48 'ns1.cnc-gd.com'
202.103.0.68 NotFound
195.8.218.131 'a.tld.lt'
88.198.229.192 'oxygen.ns.hetzner.com'
172.64.33.214 'nile.ns.cloudflare.com'
179.255.0.62 NotFound
177.10.232.7 '177-10-232-7.radarinternet.com.br'
191.5.233.22 NotFound
202.103.0.117 'ns1.hbwhptt.net.cn'
195.23.33.34 'ns4.saphety.com'
205.251.194.25 'ns-537.awsdns-03.net'
12.46.112.34 NotFound
108.179.193.121 'ns194.prodns.com.br'
184.107.160.210 NotFound
192.185.217.181 'srv76-ip05.prodns.com.br'
192.185.217.180 'diegogalvao.com.br'
172.64.32.166 'irma.ns.cloudflare.com'
45.54.35.101 'a.portsdns.se'
162.159.38.190 'sonia.ns.cloudflare.com'
91.196.126.51 'host126-51.superhosting.bg'
217.31.71.30 'ns3.artelis.net'
173.245.59.171 'graham.ns.cloudflare.com'
172.64.35.226 'clayton.ns.cloudflare.com'
201.217.3.230 'ns2.copaco.com.py'
177.43.69.41 NotFound
177.43.69.6 'ns2.cbm.df.gov.br'
212.88.128.70 'ns4.artelis.net'
194.146.106.102 'n.nic.net.sa'
172.64.34.253 'mckenzie.ns.cloudflare.com'
217.31.66.232 'ns2.artelis.net'
189.85.87.168 'ns1.cl.df.gov.br'
204.61.216.41 'p.nic.net.sa'
108.179.193.122 'ns195.prodns.com.br'
97.74.107.48 'ns75.domaincontrol.com'
192.92.129.99 'ns.register.bg'
194.0.32.1 'ns4.register.bg'
200.6.49.3 'tabatinga.tjpb.jus.br'
79.98.105.80 'ns1.delta.bg'
198.6.100.37 'auth20-wcom.uu.net'
88.213.207.247 'ns2.delta.bg'
204.244.28.36 'dns2.navigata.net'
99.83.231.224 'acfd2fa8a21580eb3.awsglobalaccelerator.com'
65.39.244.13 'ns3.linuxmagic.com'
79.98.104.4 'jump06.jump.bg'
143.137.76.35 'www.net4you.com.br'
108.162.193.173 'guy.ns.cloudflare.com'
193.174.75.58 'dns-3.dfn.de'
137.193.6.6 'dns01.rz.unibw-muenchen.de'
216.172.189.225 '216-172-189-225.unifiedlayer.com'
86.57.169.34 'nsrv.belpak.by'
194.169.218.72 NotFound
172.64.35.209 'julio.ns.cloudflare.com'
79.98.104.5 'jump06.jump.bg'
91.208.95.22 'ns-y1.tm'
189.1.176.252 'dns01.ntelecom.com.br'
128.113.3.41 'dns3.rpi.edu'
129.5.16.237 NotFound
143.137.76.34 NotFound
194.25.2.131 'dns02.btx.dtag.de'
194.25.2.175 'dns06.dns.t-ipnet.de'
186.195.32.2 'qmailserver.uninetbsb.com.br'
